Time,Lat,Lon,Alt,Sats,Zero, meshtastic_position_listener.py 2026-08-04 14:44:26.855268
14:44:29.335105,43.300175,-70.984749,70.00,None,0
14:44:29.337914,43.300175,-70.984748,70.00,None,0
14:44:33.820213,43.300192,-70.984777,74.00,None,0
14:44:43.773944,43.300190,-70.984773,73.00,None,0
14:44:53.809338,43.300188,-70.984769,72.00,None,0
14:45:03.803136,43.300186,-70.984766,72.00,None,0
14:45:13.789036,43.300184,-70.984763,71.00,None,0
14:45:23.848301,43.300191,-70.984772,71.00,None,0
14:45:33.850644,43.300256,-70.984679,70.00,None,0
14:45:43.820589,43.300620,-70.984333,69.00,None,0
14:45:53.858385,43.300625,-70.984336,69.00,None,0
14:46:03.919086,43.300930,-70.984042,70.00,None,0
14:46:13.868008,43.300996,-70.983513,69.00,None,0
14:46:23.862358,43.300840,-70.982810,69.00,None,0
14:47:33.931069,43.304528,-70.980525,75.00,None,0
14:51:34.232495,43.301780,-70.987779,73.00,None,0
14:51:54.246933,43.300609,-70.988927,72.00,None,0
14:52:14.268567,43.299417,-70.990101,70.00,None,0
14:53:04.366117,43.297223,-70.990279,77.00,None,0
14:56:24.576233,43.294436,-70.985564,79.00,None,0
14:56:44.639107,43.293487,-70.983963,78.00,None,0
15:07:45.398134,43.303922,-70.981021,78.00,None,0
15:07:55.381668,43.303339,-70.981621,77.00,None,0
15:08:05.375476,43.302733,-70.982232,77.00,None,0
15:08:25.370179,43.301589,-70.983394,77.00,None,0
15:08:35.572785,43.301102,-70.983885,77.00,None,0
15:08:45.482980,43.300604,-70.984401,76.00,None,0
15:08:55.437657,43.300164,-70.984837,75.00,None,0
15:09:05.408511,43.300111,-70.984817,75.00,None,0
15:09:15.555700,43.300113,-70.984821,75.00,None,0
15:09:25.448287,43.300114,-70.984827,75.00,None,0
15:09:35.485190,43.300112,-70.984831,75.00,None,0
15:09:45.455740,43.300111,-70.984833,75.00,None,0
