# time,JS220-005622.i,JS220-005622.v
9.678513184189796448e-02,1.712475717067718506e-01,5.047323226928710938e+00
9.693413227796554565e-02,1.565300077199935913e-01,5.053434848785400391e+00
9.708313271403312683e-02,1.611653417348861694e-01,5.051296710968017578e+00
9.723213221877813339e-02,1.730997860431671143e-01,5.046196937561035156e+00
9.738113265484571457e-02,1.759330928325653076e-01,5.045011043548583984e+00
9.753013309091329575e-02,1.761166602373123169e-01,5.044818878173828125e+00
9.767913352698087692e-02,1.755950301885604858e-01,5.045194149017333984e+00
9.782813303172588348e-02,1.727040410041809082e-01,5.046309471130371094e+00
9.797813370823860168e-02,1.714220196008682251e-01,5.047070503234863281e+00
9.812713414430618286e-02,1.721860021352767944e-01,5.046543598175048828e+00
9.827613364905118942e-02,1.730330139398574829e-01,5.046325206756591797e+00
9.842513408511877060e-02,1.742342561483383179e-01,5.045557498931884766e+00
9.857413452118635178e-02,1.744152754545211792e-01,5.045694828033447266e+00
9.872313495725393295e-02,1.748797148466110229e-01,5.045533657073974609e+00
9.887213446199893951e-02,1.746606081724166870e-01,5.045528888702392578e+00
9.902113489806652069e-02,1.773332953453063965e-01,5.044151782989501953e+00
9.917113557457923889e-02,1.588967591524124146e-01,5.052489280700683594e+00
9.932013507932424545e-02,1.523349583148956299e-01,5.054672718048095703e+00
9.946913551539182663e-02,1.565817445516586304e-01,5.053351879119873047e+00
9.961813595145940781e-02,1.538993120193481445e-01,5.054513931274414062e+00
9.976713638752698898e-02,1.087357103824615479e-01,5.074381828308105469e+00
9.991613589227199554e-02,3.878272324800491333e-02,5.103878021240234375e+00
1.000651363283395767e-01,2.209418825805187225e-02,5.110566616058349609e+00
1.002151370048522949e-01,2.272601425647735596e-02,5.110388755798339844e+00
1.003641365095973015e-01,2.418783493340015411e-02,5.109771728515625000e+00
1.005131369456648827e-01,2.123595774173736572e-02,5.111237525939941406e+00
1.006621373817324638e-01,1.787138544023036957e-02,5.112388134002685547e+00
1.008111378178000450e-01,1.897739246487617493e-02,5.111919403076171875e+00
1.009601373225450516e-01,2.045161463320255280e-02,5.111178874969482422e+00
1.011091377586126328e-01,2.234977297484874725e-02,5.110379219055175781e+00
