# time,JS220-005622.i,JS220-005622.v
1.935803238302469254e-02,4.535266757011413574e-01,4.927188873291015625e+00
1.939603220671415329e-02,4.462819993495941162e-01,4.930202960968017578e+00
1.943403296172618866e-02,4.343277513980865479e-01,4.935320854187011719e+00
1.947203278541564941e-02,4.443977475166320801e-01,4.930761814117431641e+00
1.951003260910511017e-02,4.527292549610137939e-01,4.927326679229736328e+00
1.954803243279457092e-02,4.515908360481262207e-01,4.927722454071044922e+00
1.958603318780660629e-02,4.504850208759307861e-01,4.928523540496826172e+00
1.962403301149606705e-02,4.625984132289886475e-01,4.922694683074951172e+00
1.966203283518552780e-02,4.973725080490112305e-01,4.908258914947509766e+00
1.970003265887498856e-02,4.614773988723754883e-01,4.926139354705810547e+00
1.973803341388702393e-02,4.467417895793914795e-01,4.928498268127441406e+00
1.977603323757648468e-02,4.672257006168365479e-01,4.920862674713134766e+00
1.981403306126594543e-02,4.740428328514099121e-01,4.917823314666748047e+00
1.985203288495540619e-02,4.756358265876770020e-01,4.918893337249755859e+00
1.989003363996744156e-02,4.693846702575683594e-01,4.919206619262695312e+00
1.992803346365690231e-02,4.280621409416198730e-01,4.942397117614746094e+00
1.996603328734636307e-02,2.828269600868225098e-01,5.002402782440185547e+00
2.000403311103582382e-02,2.071893066167831421e-01,5.034588813781738281e+00
2.004203386604785919e-02,1.922135800123214722e-01,5.037809371948242188e+00
2.008003368973731995e-02,2.033313363790512085e-01,5.033946990966796875e+00
2.011803351342678070e-02,2.026674449443817139e-01,5.035326480865478516e+00
2.015603333711624146e-02,2.380870580673217773e-01,5.016250610351562500e+00
2.019403409212827682e-02,2.642682790756225586e-01,5.007385730743408203e+00
2.023203391581773758e-02,2.628754377365112305e-01,5.009209632873535156e+00
2.027003373950719833e-02,2.597801983356475830e-01,5.009778022766113281e+00
2.030903380364179611e-02,2.597773671150207520e-01,5.009925365447998047e+00
2.034703455865383148e-02,2.594350278377532959e-01,5.010530948638916016e+00
2.038503438234329224e-02,2.601483166217803955e-01,5.009011745452880859e+00
2.042303420603275299e-02,2.639867067337036133e-01,5.007958412170410156e+00
2.046103402972221375e-02,2.586973309516906738e-01,5.010305881500244141e+00
2.049903478473424911e-02,2.593072354793548584e-01,5.010306835174560547e+00
2.053703460842370987e-02,2.587886750698089600e-01,5.010214805603027344e+00
2.057503443211317062e-02,2.595685720443725586e-01,5.010156154632568359e+00
2.061303425580263138e-02,2.664787173271179199e-01,5.006238460540771484e+00
2.065103501081466675e-02,3.050823509693145752e-01,4.989868164062500000e+00
2.068903483450412750e-02,2.834936678409576416e-01,5.001152515411376953e+00
2.072703465819358826e-02,2.158285081386566162e-01,5.028948307037353516e+00
2.076503448188304901e-02,2.466143965721130371e-01,5.014206886291503906e+00
2.080303523689508438e-02,2.542563080787658691e-01,5.012115955352783203e+00
2.084103506058454514e-02,2.500312924385070801e-01,5.014365196228027344e+00
2.087903488427400589e-02,2.455155700445175171e-01,5.016283512115478516e+00
2.091703470796346664e-02,2.432055473327636719e-01,5.016394615173339844e+00
2.095503546297550201e-02,2.324145734310150146e-01,5.022408008575439453e+00
2.099303528666496277e-02,2.025696337223052979e-01,5.033891677856445312e+00
